{'doc_id': 'APW_ENG_20010630.0094', 'sentence_id': 1, 'h': {'id': 'Q863396', 'pos': [0, 2]}, 't': {'id': 'Q650840', 'pos': [19, 22]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_19941211.0289', 'sentence_id': 3, 'h': {'id': 'Q380566', 'pos': [0, 2]}, 't': {'id': 'Q10315', 'pos': [2, 4]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_19941211.0301', 'sentence_id': 31, 'h': {'id': 'Q380566', 'pos': [27, 29]}, 't': {'id': 'Q10315', 'pos': [13, 15]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_19941211.0304', 'sentence_id': 31, 'h': {'id': 'Q380566', 'pos': [27, 29]}, 't': {'id': 'Q10315', 'pos': [13, 15]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_19941213.0198', 'sentence_id': 22, 'h': {'id': 'Q185389', 'pos': [4, 6]}, 't': {'id': 'Q631', 'pos': [1, 3]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_19941221.0439', 'sentence_id': 18, 'h': {'id': 'Q380566', 'pos': [2, 4]}, 't': {'id': 'Q10315', 'pos': [25, 27]}, 'relation': 'P54@end'}
{'doc_id': 'AFP_ENG_20021210.0673', 'sentence_id': 1, 'h': {'id': 'Q314053', 'pos': [6, 9]}, 't': {'id': 'Q631', 'pos': [10, 12]}, 'relation': 'P54@end'}
{'doc_id': 'AFP_ENG_20021210.0701', 'sentence_id': 19, 'h': {'id': 'Q314053', 'pos': [6, 9]}, 't': {'id': 'Q631', 'pos': [10, 12]}, 'relation': 'P54@end'}
{'doc_id': 'AFP_ENG_20021210.0704', 'sentence_id': 1, 'h': {'id': 'Q314053', 'pos': [6, 9]}, 't': {'id': 'Q631', 'pos': [10, 12]}, 'relation': 'P54@end'}
{'doc_id': 'AFP_ENG_20021211.0521', 'sentence_id': 1, 'h': {'id': 'Q314053', 'pos': [7, 10]}, 't': {'id': 'Q631', 'pos': [0, 2]}, 'relation': 'P54@end'}
{'doc_id': 'XIN_ENG_19991214.0124', 'sentence_id': 1, 'h': {'id': 'Q67964', 'pos': [1, 3]}, 't': {'id': 'Q631', 'pos': [7, 9]}, 'relation': 'P54@end'}
{'doc_id': 'XIN_ENG_19991220.0387', 'sentence_id': 9, 'h': {'id': 'Q379349', 'pos': [2, 4]}, 't': {'id': 'Q8723', 'pos': [0, 6]}, 'relation': 'P54@end'}
{'doc_id': 'XIN_ENG_20001212.0292', 'sentence_id': 5, 'h': {'id': 'Q2277626', 'pos': [4, 6]}, 't': {'id': 'Q16932', 'pos': [0, 11]}, 'relation': 'P54@end'}
{'doc_id': 'XIN_ENG_20001213.0318', 'sentence_id': 7, 'h': {'id': 'Q713661', 'pos': [2, 4]}, 't': {'id': 'Q101859', 'pos': [0, 6]}, 'relation': 'P54@end'}
{'doc_id': 'XIN_ENG_20001214.0333', 'sentence_id': 7, 'h': {'id': 'Q713661', 'pos': [2, 4]}, 't': {'id': 'Q101859', 'pos': [0, 6]}, 'relation': 'P54@end'}
{'doc_id': 'XIN_ENG_20001217.0019', 'sentence_id': 7, 'h': {'id': 'Q713661', 'pos': [2, 4]}, 't': {'id': 'Q101859', 'pos': [0, 8]}, 'relation': 'P54@end'}
{'doc_id': 'XIN_ENG_20001217.0019', 'sentence_id': 8, 'h': {'id': 'Q2426722', 'pos': [17, 19]}, 't': {'id': 'Q38245', 'pos': [0, 21]}, 'relation': 'P54@end'}
{'doc_id': 'XIN_ENG_20001218.0262', 'sentence_id': 7, 'h': {'id': 'Q713661', 'pos': [2, 4]}, 't': {'id': 'Q101859', 'pos': [7, 9]}, 'relation': 'P54@end'}
{'doc_id': 'XIN_ENG_20001218.0262', 'sentence_id': 8, 'h': {'id': 'Q2426722', 'pos': [17, 19]}, 't': {'id': 'Q38245', 'pos': [0, 21]}, 'relation': 'P54@end'}
{'doc_id': 'AFP_ENG_19951207.0468', 'sentence_id': 3, 'h': {'id': 'Q3379506', 'pos': [44, 46]}, 't': {'id': 'Q431412', 'pos': [0, 8]}, 'relation': 'P54@end'}
{'doc_id': 'AFP_ENG_19951207.0468', 'sentence_id': 3, 'h': {'id': 'Q3379506', 'pos': [44, 46]}, 't': {'id': 'Q431412', 'pos': [0, 8]}, 'relation': 'P54@end'}
{'doc_id': 'AFP_ENG_19951207.0468', 'sentence_id': 3, 'h': {'id': 'Q3379506', 'pos': [44, 46]}, 't': {'id': 'Q431412', 'pos': [0, 8]}, 'relation': 'P54@end'}
{'doc_id': 'AFP_ENG_19951207.0468', 'sentence_id': 3, 'h': {'id': 'Q3379506', 'pos': [44, 46]}, 't': {'id': 'Q431412', 'pos': [0, 8]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_19951211.0644', 'sentence_id': 1, 'h': {'id': 'Q672558', 'pos': [2, 4]}, 't': {'id': 'Q38245', 'pos': [11, 13]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_19951217.0665', 'sentence_id': 31, 'h': {'id': 'Q310571', 'pos': [1, 3]}, 't': {'id': 'Q10315', 'pos': [4, 6]}, 'relation': 'P54@end'}
{'doc_id': 'XIN_ENG_19981205.0005', 'sentence_id': 3, 'h': {'id': 'Q449434', 'pos': [5, 7]}, 't': {'id': 'Q631', 'pos': [0, 9]}, 'relation': 'P54@end'}
{'doc_id': 'XIN_ENG_19981206.0191', 'sentence_id': 10, 'h': {'id': 'Q713661', 'pos': [14, 16]}, 't': {'id': 'Q4512', 'pos': [20, 22]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_19981209.1536', 'sentence_id': 1, 'h': {'id': 'Q313208', 'pos': [0, 2]}, 't': {'id': 'Q631', 'pos': [12, 14]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_19981209.1581', 'sentence_id': 1, 'h': {'id': 'Q313208', 'pos': [0, 2]}, 't': {'id': 'Q631', 'pos': [12, 14]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_19981217.1600', 'sentence_id': 2, 'h': {'id': 'Q285012', 'pos': [15, 17]}, 't': {'id': 'Q238593', 'pos': [24, 26]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_19981217.1600', 'sentence_id': 6, 'h': {'id': 'Q363257', 'pos': [27, 29]}, 't': {'id': 'Q101859', 'pos': [0, 31]}, 'relation': 'P54@end'}
{'doc_id': 'NYT_ENG_20020323.0037', 'sentence_id': 8, 'h': {'id': 'Q863396', 'pos': [9, 11]}, 't': {'id': 'Q692417', 'pos': [5, 8]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_19971202.0578', 'sentence_id': 1, 'h': {'id': 'Q598387', 'pos': [0, 2]}, 't': {'id': 'Q41420', 'pos': [12, 14]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_19971207.0594', 'sentence_id': 4, 'h': {'id': 'Q2365326', 'pos': [26, 28]}, 't': {'id': 'Q318348', 'pos': [16, 18]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_19971207.0646', 'sentence_id': 4, 'h': {'id': 'Q2365326', 'pos': [21, 23]}, 't': {'id': 'Q318348', 'pos': [14, 16]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_19971207.0736', 'sentence_id': 1, 'h': {'id': 'Q956498', 'pos': [0, 2]}, 't': {'id': 'Q845859', 'pos': [11, 13]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_19971214.0673', 'sentence_id': 9, 'h': {'id': 'Q45626', 'pos': [23, 26]}, 't': {'id': 'Q200321', 'pos': [3, 5]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_19971214.0683', 'sentence_id': 9, 'h': {'id': 'Q45626', 'pos': [23, 26]}, 't': {'id': 'Q200321', 'pos': [3, 5]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_19971218.1098', 'sentence_id': 5, 'h': {'id': 'Q313710', 'pos': [4, 6]}, 't': {'id': 'Q421009', 'pos': [13, 16]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_19971218.1102', 'sentence_id': 5, 'h': {'id': 'Q313710', 'pos': [4, 6]}, 't': {'id': 'Q421009', 'pos': [13, 16]}, 'relation': 'P54@end'}
{'doc_id': 'AFP_ENG_20011214.0370', 'sentence_id': 4, 'h': {'id': 'Q708323', 'pos': [10, 12]}, 't': {'id': 'Q219235', 'pos': [7, 9]}, 'relation': 'P54@end'}
{'doc_id': 'XIN_ENG_20021207.0198', 'sentence_id': 3, 'h': {'id': 'Q864670', 'pos': [4, 6]}, 't': {'id': 'Q101859', 'pos': [0, 2]}, 'relation': 'P54@end'}
{'doc_id': 'XIN_ENG_20021207.0198', 'sentence_id': 17, 'h': {'id': 'Q255446', 'pos': [4, 6]}, 't': {'id': 'Q105844', 'pos': [0, 2]}, 'relation': 'P54@end'}
{'doc_id': 'XIN_ENG_20021208.0159', 'sentence_id': 13, 'h': {'id': 'Q864670', 'pos': [4, 6]}, 't': {'id': 'Q101859', 'pos': [0, 2]}, 'relation': 'P54@end'}
{'doc_id': 'XIN_ENG_20021208.0159', 'sentence_id': 27, 'h': {'id': 'Q255446', 'pos': [4, 6]}, 't': {'id': 'Q105844', 'pos': [0, 2]}, 'relation': 'P54@end'}
{'doc_id': 'XIN_ENG_20021209.0230', 'sentence_id': 1, 'h': {'id': 'Q527539', 'pos': [2, 4]}, 't': {'id': 'Q131603', 'pos': [17, 20]}, 'relation': 'P54@end'}
{'doc_id': 'XIN_ENG_20021215.0165', 'sentence_id': 20, 'h': {'id': 'Q310544', 'pos': [4, 6]}, 't': {'id': 'Q10300', 'pos': [0, 2]}, 'relation': 'P54@end'}
{'doc_id': 'NYT_ENG_19961216.0053', 'sentence_id': 17, 'h': {'id': 'Q168371', 'pos': [10, 12]}, 't': {'id': 'Q309095', 'pos': [6, 10]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20021207.0279', 'sentence_id': 12, 'h': {'id': 'Q255446', 'pos': [0, 2]}, 't': {'id': 'Q105844', 'pos': [2, 4]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20021207.0281', 'sentence_id': 12, 'h': {'id': 'Q255446', 'pos': [0, 2]}, 't': {'id': 'Q105844', 'pos': [2, 4]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20021207.0429', 'sentence_id': 49, 'h': {'id': 'Q314053', 'pos': [0, 3]}, 't': {'id': 'Q631', 'pos': [3, 5]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20021208.0191', 'sentence_id': 13, 'h': {'id': 'Q576792', 'pos': [23, 26]}, 't': {'id': 'Q24699', 'pos': [0, 2]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20021208.0201', 'sentence_id': 13, 'h': {'id': 'Q576792', 'pos': [22, 25]}, 't': {'id': 'Q24699', 'pos': [0, 2]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20021208.0276', 'sentence_id': 49, 'h': {'id': 'Q314053', 'pos': [0, 3]}, 't': {'id': 'Q631', 'pos': [3, 5]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20021208.0381', 'sentence_id': 43, 'h': {'id': 'Q372326', 'pos': [0, 2]}, 't': {'id': 'Q12236', 'pos': [2, 5]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20021211.0666', 'sentence_id': 1, 'h': {'id': 'Q594176', 'pos': [3, 5]}, 't': {'id': 'Q332642', 'pos': [20, 22]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20021212.0275', 'sentence_id': 7, 'h': {'id': 'Q61219', 'pos': [3, 5]}, 't': {'id': 'Q33748', 'pos': [0, 2]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20021212.0471', 'sentence_id': 1, 'h': {'id': 'Q507163', 'pos': [15, 17]}, 't': {'id': 'Q170703', 'pos': [1, 3]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20021214.0284', 'sentence_id': 50, 'h': {'id': 'Q314053', 'pos': [0, 3]}, 't': {'id': 'Q631', 'pos': [3, 5]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20021214.0324', 'sentence_id': 50, 'h': {'id': 'Q314053', 'pos': [0, 3]}, 't': {'id': 'Q631', 'pos': [3, 5]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20021215.0271', 'sentence_id': 53, 'h': {'id': 'Q314053', 'pos': [0, 3]}, 't': {'id': 'Q631', 'pos': [3, 5]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20021215.0403', 'sentence_id': 54, 'h': {'id': 'Q314053', 'pos': [0, 3]}, 't': {'id': 'Q631', 'pos': [3, 5]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20021215.0410', 'sentence_id': 47, 'h': {'id': 'Q372326', 'pos': [0, 2]}, 't': {'id': 'Q12236', 'pos': [2, 5]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20021216.0556', 'sentence_id': 10, 'h': {'id': 'Q57114', 'pos': [25, 27]}, 't': {'id': 'Q41420', 'pos': [22, 24]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20021216.0567', 'sentence_id': 10, 'h': {'id': 'Q57114', 'pos': [25, 27]}, 't': {'id': 'Q41420', 'pos': [22, 24]}, 'relation': 'P54@end'}
{'doc_id': 'AFP_ENG_20031203.0386', 'sentence_id': 1, 'h': {'id': 'Q50600', 'pos': [11, 13]}, 't': {'id': 'Q170703', 'pos': [3, 5]}, 'relation': 'P54@end'}
{'doc_id': 'AFP_ENG_20031203.0593', 'sentence_id': 1, 'h': {'id': 'Q659634', 'pos': [4, 5]}, 't': {'id': 'Q128446', 'pos': [0, 2]}, 'relation': 'P54@end'}
{'doc_id': 'AFP_ENG_20031203.0593', 'sentence_id': 5, 'h': {'id': 'Q659634', 'pos': [18, 19]}, 't': {'id': 'Q128446', 'pos': [4, 6]}, 'relation': 'P54@end'}
{'doc_id': 'AFP_ENG_20031204.0610', 'sentence_id': 20, 'h': {'id': 'Q50600', 'pos': [10, 12]}, 't': {'id': 'Q170703', 'pos': [14, 16]}, 'relation': 'P54@end'}
{'doc_id': 'AFP_ENG_20031206.0256', 'sentence_id': 4, 'h': {'id': 'Q276207', 'pos': [9, 11]}, 't': {'id': 'Q105861', 'pos': [0, 13]}, 'relation': 'P54@end'}
{'doc_id': 'AFP_ENG_20031206.0256', 'sentence_id': 6, 'h': {'id': 'Q707463', 'pos': [14, 16]}, 't': {'id': 'Q101859', 'pos': [0, 18]}, 'relation': 'P54@end'}
{'doc_id': 'AFP_ENG_20031207.0388', 'sentence_id': 4, 'h': {'id': 'Q276207', 'pos': [9, 11]}, 't': {'id': 'Q105861', 'pos': [0, 13]}, 'relation': 'P54@end'}
{'doc_id': 'AFP_ENG_20031207.0388', 'sentence_id': 6, 'h': {'id': 'Q707463', 'pos': [14, 16]}, 't': {'id': 'Q101859', 'pos': [0, 18]}, 'relation': 'P54@end'}
{'doc_id': 'AFP_ENG_20031209.0709', 'sentence_id': 7, 'h': {'id': 'Q707463', 'pos': [24, 26]}, 't': {'id': 'Q101859', 'pos': [20, 22]}, 'relation': 'P54@end'}
{'doc_id': 'AFP_ENG_20031211.0460', 'sentence_id': 16, 'h': {'id': 'Q63866', 'pos': [23, 25]}, 't': {'id': 'Q105861', 'pos': [0, 27]}, 'relation': 'P54@end'}
{'doc_id': 'AFP_ENG_20031214.0550', 'sentence_id': 6, 'h': {'id': 'Q707463', 'pos': [14, 16]}, 't': {'id': 'Q101859', 'pos': [0, 18]}, 'relation': 'P54@end'}
{'doc_id': 'AFP_ENG_20031217.0619', 'sentence_id': 7, 'h': {'id': 'Q707463', 'pos': [2, 4]}, 't': {'id': 'Q101859', 'pos': [0, 6]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031203.0655', 'sentence_id': 8, 'h': {'id': 'Q1226914', 'pos': [6, 8]}, 't': {'id': 'Q738060', 'pos': [17, 19]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031203.0664', 'sentence_id': 8, 'h': {'id': 'Q1226914', 'pos': [6, 8]}, 't': {'id': 'Q738060', 'pos': [17, 19]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031203.0703', 'sentence_id': 12, 'h': {'id': 'Q350232', 'pos': [0, 2]}, 't': {'id': 'Q12236', 'pos': [2, 5]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031204.0602', 'sentence_id': 15, 'h': {'id': 'Q466127', 'pos': [3, 5]}, 't': {'id': 'Q631', 'pos': [10, 12]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031204.0619', 'sentence_id': 2, 'h': {'id': 'Q50600', 'pos': [32, 34]}, 't': {'id': 'Q170703', 'pos': [30, 32]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031204.0619', 'sentence_id': 18, 'h': {'id': 'Q50600', 'pos': [16, 18]}, 't': {'id': 'Q170703', 'pos': [11, 13]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031207.0225', 'sentence_id': 1, 'h': {'id': 'Q2339', 'pos': [0, 3]}, 't': {'id': 'Q134241', 'pos': [7, 8]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031207.0225', 'sentence_id': 3, 'h': {'id': 'Q1295093', 'pos': [16, 19]}, 't': {'id': 'Q1053450', 'pos': [13, 15]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031207.0231', 'sentence_id': 1, 'h': {'id': 'Q2339', 'pos': [0, 3]}, 't': {'id': 'Q134241', 'pos': [12, 13]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031207.0231', 'sentence_id': 3, 'h': {'id': 'Q1295093', 'pos': [15, 18]}, 't': {'id': 'Q1053450', 'pos': [12, 14]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031207.0434', 'sentence_id': 15, 'h': {'id': 'Q350232', 'pos': [0, 2]}, 't': {'id': 'Q12236', 'pos': [2, 5]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031207.0442', 'sentence_id': 37, 'h': {'id': 'Q2339', 'pos': [12, 15]}, 't': {'id': 'Q134241', 'pos': [0, 1]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031211.0121', 'sentence_id': 1, 'h': {'id': 'Q50600', 'pos': [7, 9]}, 't': {'id': 'Q170703', 'pos': [1, 3]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031211.0232', 'sentence_id': 8, 'h': {'id': 'Q594176', 'pos': [6, 8]}, 't': {'id': 'Q238593', 'pos': [4, 6]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031213.0333', 'sentence_id': 1, 'h': {'id': 'Q189686', 'pos': [5, 7]}, 't': {'id': 'Q7156', 'pos': [13, 15]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031213.0360', 'sentence_id': 1, 'h': {'id': 'Q189686', 'pos': [5, 7]}, 't': {'id': 'Q7156', 'pos': [13, 15]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031214.0207', 'sentence_id': 14, 'h': {'id': 'Q50600', 'pos': [0, 24]}, 't': {'id': 'Q170703', 'pos': [0, 2]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031214.0207', 'sentence_id': 14, 'h': {'id': 'Q2066580', 'pos': [24, 25]}, 't': {'id': 'Q170703', 'pos': [0, 2]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031214.0238', 'sentence_id': 14, 'h': {'id': 'Q50600', 'pos': [0, 24]}, 't': {'id': 'Q170703', 'pos': [0, 2]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031214.0238', 'sentence_id': 14, 'h': {'id': 'Q2066580', 'pos': [24, 25]}, 't': {'id': 'Q170703', 'pos': [0, 2]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031214.0273', 'sentence_id': 18, 'h': {'id': 'Q50600', 'pos': [0, 24]}, 't': {'id': 'Q170703', 'pos': [0, 2]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031214.0273', 'sentence_id': 18, 'h': {'id': 'Q2066580', 'pos': [24, 25]}, 't': {'id': 'Q170703', 'pos': [0, 2]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031214.0307', 'sentence_id': 20, 'h': {'id': 'Q50600', 'pos': [0, 24]}, 't': {'id': 'Q170703', 'pos': [0, 2]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031214.0307', 'sentence_id': 20, 'h': {'id': 'Q2066580', 'pos': [24, 25]}, 't': {'id': 'Q170703', 'pos': [0, 2]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031214.0323', 'sentence_id': 20, 'h': {'id': 'Q50600', 'pos': [0, 24]}, 't': {'id': 'Q170703', 'pos': [0, 2]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031214.0323', 'sentence_id': 20, 'h': {'id': 'Q2066580', 'pos': [24, 25]}, 't': {'id': 'Q170703', 'pos': [0, 2]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031214.0476', 'sentence_id': 23, 'h': {'id': 'Q50600', 'pos': [0, 24]}, 't': {'id': 'Q170703', 'pos': [0, 2]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031214.0476', 'sentence_id': 23, 'h': {'id': 'Q2066580', 'pos': [24, 25]}, 't': {'id': 'Q170703', 'pos': [0, 2]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031214.0494', 'sentence_id': 15, 'h': {'id': 'Q189686', 'pos': [0, 2]}, 't': {'id': 'Q7156', 'pos': [2, 4]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031214.0494', 'sentence_id': 17, 'h': {'id': 'Q350232', 'pos': [0, 2]}, 't': {'id': 'Q12236', 'pos': [2, 5]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031215.0653', 'sentence_id': 8, 'h': {'id': 'Q122346', 'pos': [16, 18]}, 't': {'id': 'Q189671', 'pos': [14, 16]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031215.0653', 'sentence_id': 8, 'h': {'id': 'Q122346', 'pos': [16, 18]}, 't': {'id': 'Q189671', 'pos': [14, 16]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031215.0660', 'sentence_id': 8, 'h': {'id': 'Q122346', 'pos': [16, 18]}, 't': {'id': 'Q189671', 'pos': [14, 16]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031215.0660', 'sentence_id': 8, 'h': {'id': 'Q122346', 'pos': [16, 18]}, 't': {'id': 'Q189671', 'pos': [14, 16]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031219.0389', 'sentence_id': 5, 'h': {'id': 'Q466127', 'pos': [10, 12]}, 't': {'id': 'Q631', 'pos': [13, 15]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031221.0330', 'sentence_id': 16, 'h': {'id': 'Q189686', 'pos': [0, 2]}, 't': {'id': 'Q7156', 'pos': [2, 4]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20031221.0330', 'sentence_id': 19, 'h': {'id': 'Q350232', 'pos': [0, 2]}, 't': {'id': 'Q12236', 'pos': [2, 5]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_19961203.1002', 'sentence_id': 3, 'h': {'id': 'Q342401', 'pos': [21, 24]}, 't': {'id': 'Q134241', 'pos': [19, 20]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_19961203.1023', 'sentence_id': 3, 'h': {'id': 'Q342401', 'pos': [21, 24]}, 't': {'id': 'Q134241', 'pos': [19, 20]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_19961205.0523', 'sentence_id': 25, 'h': {'id': 'Q460700', 'pos': [10, 12]}, 't': {'id': 'Q631', 'pos': [2, 4]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_19961213.0697', 'sentence_id': 22, 'h': {'id': 'Q314440', 'pos': [18, 20]}, 't': {'id': 'Q41420', 'pos': [15, 17]}, 'relation': 'P54@end'}
{'doc_id': 'AFP_ENG_19961209.0474', 'sentence_id': 6, 'h': {'id': 'Q342401', 'pos': [6, 9]}, 't': {'id': 'Q134241', 'pos': [0, 11]}, 'relation': 'P54@end'}
{'doc_id': 'XIN_ENG_20031210.0329', 'sentence_id': 15, 'h': {'id': 'Q868488', 'pos': [3, 5]}, 't': {'id': 'Q631', 'pos': [0, 2]}, 'relation': 'P54@end'}
{'doc_id': 'XIN_ENG_20031213.0174', 'sentence_id': 9, 'h': {'id': 'Q62814', 'pos': [3, 5]}, 't': {'id': 'Q131603', 'pos': [0, 3]}, 'relation': 'P54@end'}
{'doc_id': 'XIN_ENG_20031214.0156', 'sentence_id': 9, 'h': {'id': 'Q50600', 'pos': [0, 30]}, 't': {'id': 'Q170703', 'pos': [0, 2]}, 'relation': 'P54@end'}
