{'doc_id': 'CNA_ENG_19980523.0019', 'sentence_id': 1, 'h': {'id': 'Q903822', 'pos': [5, 8]}, 't': {'id': 'Q706973', 'pos': [38, 40]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980313.0609', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [10, 12]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980320.0673', 'sentence_id': 7, 'h': {'id': 'Q8901', 'pos': [18, 21]}, 't': {'id': 'Q159844', 'pos': [11, 13]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980320.1008', 'sentence_id': 6, 'h': {'id': 'Q8901', 'pos': [18, 21]}, 't': {'id': 'Q159844', 'pos': [11, 13]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980320.1228', 'sentence_id': 6, 'h': {'id': 'Q8901', 'pos': [18, 21]}, 't': {'id': 'Q159844', 'pos': [11, 13]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980321.0371', 'sentence_id': 2, 'h': {'id': 'Q253414', 'pos': [14, 15]}, 't': {'id': 'Q483437', 'pos': [17, 19]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980326.0741', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [5, 6]}, 't': {'id': 'Q483437', 'pos': [0, 2]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980326.1281', 'sentence_id': 2, 'h': {'id': 'Q253414', 'pos': [1, 2]}, 't': {'id': 'Q483437', 'pos': [4, 6]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980326.1281', 'sentence_id': 2, 'h': {'id': 'Q253414', 'pos': [1, 2]}, 't': {'id': 'Q483437', 'pos': [4, 6]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980326.1346', 'sentence_id': 2, 'h': {'id': 'Q253414', 'pos': [1, 2]}, 't': {'id': 'Q483437', 'pos': [4, 6]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980326.1346', 'sentence_id': 2, 'h': {'id': 'Q253414', 'pos': [1, 2]}, 't': {'id': 'Q483437', 'pos': [4, 6]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980326.1521', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [5, 6]}, 't': {'id': 'Q483437', 'pos': [0, 2]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980327.0509', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [4, 5]}, 't': {'id': 'Q483437', 'pos': [12, 14]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980327.0564', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [7, 9]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980327.0744', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [19, 20]}, 't': {'id': 'Q483437', 'pos': [27, 29]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980327.0851', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [15, 16]}, 't': {'id': 'Q483437', 'pos': [22, 24]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980327.1034', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [17, 18]}, 't': {'id': 'Q483437', 'pos': [25, 27]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980327.1066', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [10, 12]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980329.0268', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [3, 5]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980329.0281', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [3, 5]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980330.0248', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [3, 5]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980330.0430', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [3, 5]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980330.0494', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [3, 5]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980331.0984', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [4, 5]}, 't': {'id': 'Q483437', 'pos': [22, 24]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980331.0999', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [18, 20]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980401.1075', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [18, 19]}, 't': {'id': 'Q483437', 'pos': [10, 12]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980402.0691', 'sentence_id': 3, 'h': {'id': 'Q253414', 'pos': [14, 15]}, 't': {'id': 'Q483437', 'pos': [4, 6]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980408.0155', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [20, 21]}, 't': {'id': 'Q483437', 'pos': [3, 5]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980408.0167', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [17, 18]}, 't': {'id': 'Q483437', 'pos': [3, 5]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980408.0976', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [17, 18]}, 't': {'id': 'Q483437', 'pos': [3, 5]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980416.0359', 'sentence_id': 2, 'h': {'id': 'Q253414', 'pos': [27, 28]}, 't': {'id': 'Q483437', 'pos': [25, 27]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980416.0686', 'sentence_id': 6, 'h': {'id': 'Q253414', 'pos': [9, 10]}, 't': {'id': 'Q483437', 'pos': [12, 14]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980416.0686', 'sentence_id': 6, 'h': {'id': 'Q253414', 'pos': [9, 10]}, 't': {'id': 'Q483437', 'pos': [12, 14]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980416.0971', 'sentence_id': 6, 'h': {'id': 'Q253414', 'pos': [9, 10]}, 't': {'id': 'Q483437', 'pos': [12, 14]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980416.0971', 'sentence_id': 6, 'h': {'id': 'Q253414', 'pos': [9, 10]}, 't': {'id': 'Q483437', 'pos': [12, 14]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980422.0356', 'sentence_id': 1, 'h': {'id': 'Q8901', 'pos': [6, 9]}, 't': {'id': 'Q159844', 'pos': [13, 15]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980422.0380', 'sentence_id': 1, 'h': {'id': 'Q8901', 'pos': [6, 9]}, 't': {'id': 'Q159844', 'pos': [13, 15]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980429.0430', 'sentence_id': 3, 'h': {'id': 'Q8901', 'pos': [23, 26]}, 't': {'id': 'Q159844', 'pos': [7, 9]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980429.0459', 'sentence_id': 4, 'h': {'id': 'Q253414', 'pos': [7, 8]}, 't': {'id': 'Q483437', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980429.0459', 'sentence_id': 22, 'h': {'id': 'Q253414', 'pos': [15, 16]}, 't': {'id': 'Q483437', 'pos': [17, 19]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980429.0764', 'sentence_id': 4, 'h': {'id': 'Q253414', 'pos': [7, 8]}, 't': {'id': 'Q483437', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980429.0764', 'sentence_id': 22, 'h': {'id': 'Q253414', 'pos': [15, 16]}, 't': {'id': 'Q483437', 'pos': [17, 19]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980430.0334', 'sentence_id': 2, 'h': {'id': 'Q253414', 'pos': [29, 30]}, 't': {'id': 'Q483437', 'pos': [32, 34]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980430.0334', 'sentence_id': 2, 'h': {'id': 'Q253414', 'pos': [29, 30]}, 't': {'id': 'Q483437', 'pos': [32, 34]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980430.0685', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [5, 6]}, 't': {'id': 'Q483437', 'pos': [13, 15]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980430.0685', 'sentence_id': 16, 'h': {'id': 'Q253414', 'pos': [29, 30]}, 't': {'id': 'Q483437', 'pos': [32, 34]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980430.0685', 'sentence_id': 16, 'h': {'id': 'Q253414', 'pos': [29, 30]}, 't': {'id': 'Q483437', 'pos': [32, 34]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980430.0745', 'sentence_id': 9, 'h': {'id': 'Q253414', 'pos': [29, 30]}, 't': {'id': 'Q483437', 'pos': [32, 34]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980430.0745', 'sentence_id': 9, 'h': {'id': 'Q253414', 'pos': [29, 30]}, 't': {'id': 'Q483437', 'pos': [32, 34]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980501.0410', 'sentence_id': 1, 'h': {'id': 'Q8901', 'pos': [28, 31]}, 't': {'id': 'Q159844', 'pos': [15, 17]}, 'relation': 'P488@start'}
{'doc_id': 'CNA_ENG_20000523.0016', 'sentence_id': 1, 'h': {'id': 'Q903822', 'pos': [22, 25]}, 't': {'id': 'Q472310', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'CNA_ENG_20000531.0010', 'sentence_id': 1, 'h': {'id': 'Q903822', 'pos': [5, 9]}, 't': {'id': 'Q472310', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'CNA_ENG_20000601.0010', 'sentence_id': 1, 'h': {'id': 'Q903822', 'pos': [16, 19]}, 't': {'id': 'Q472310', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'CNA_ENG_20000605.0009', 'sentence_id': 2, 'h': {'id': 'Q903822', 'pos': [30, 34]}, 't': {'id': 'Q472310', 'pos': [18, 20]}, 'relation': 'P488@start'}
{'doc_id': 'CNA_ENG_20000620.0003', 'sentence_id': 16, 'h': {'id': 'Q903822', 'pos': [4, 8]}, 't': {'id': 'Q472310', 'pos': [15, 17]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19980303.0269', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [3, 5]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19980303.0305', 'sentence_id': 3, 'h': {'id': 'Q253414', 'pos': [12, 13]}, 't': {'id': 'Q483437', 'pos': [18, 20]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19980303.0305', 'sentence_id': 3, 'h': {'id': 'Q253414', 'pos': [12, 13]}, 't': {'id': 'Q483437', 'pos': [18, 20]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19980310.0091', 'sentence_id': 2, 'h': {'id': 'Q253414', 'pos': [23, 24]}, 't': {'id': 'Q483437', 'pos': [32, 34]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19980327.0071', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19980327.0242', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [4, 5]}, 't': {'id': 'Q483437', 'pos': [12, 14]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19980327.0242', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [4, 5]}, 't': {'id': 'Q483437', 'pos': [12, 14]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19980330.0101', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [3, 5]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19980330.0101', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [3, 5]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19980408.0110', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [24, 25]}, 't': {'id': 'Q483437', 'pos': [3, 5]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19980411.0173', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [3, 5]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19980411.0173', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [3, 5]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19980417.0235', 'sentence_id': 11, 'h': {'id': 'Q253414', 'pos': [3, 4]}, 't': {'id': 'Q483437', 'pos': [27, 29]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19980417.0235', 'sentence_id': 11, 'h': {'id': 'Q253414', 'pos': [3, 4]}, 't': {'id': 'Q483437', 'pos': [27, 29]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19980424.0287', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [3, 5]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19980430.0010', 'sentence_id': 2, 'h': {'id': 'Q253414', 'pos': [15, 16]}, 't': {'id': 'Q483437', 'pos': [18, 20]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19990513.0132', 'sentence_id': 2, 'h': {'id': 'Q187009', 'pos': [6, 7]}, 't': {'id': 'Q60206', 'pos': [10, 12]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19990518.0183', 'sentence_id': 4, 'h': {'id': 'Q187009', 'pos': [21, 22]}, 't': {'id': 'Q60206', 'pos': [10, 12]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19990524.0007', 'sentence_id': 12, 'h': {'id': 'Q187009', 'pos': [9, 10]}, 't': {'id': 'Q60206', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19990524.0007', 'sentence_id': 12, 'h': {'id': 'Q187009', 'pos': [9, 10]}, 't': {'id': 'Q60206', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19990525.0163', 'sentence_id': 13, 'h': {'id': 'Q187009', 'pos': [1, 2]}, 't': {'id': 'Q60206', 'pos': [3, 5]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19990528.0011', 'sentence_id': 12, 'h': {'id': 'Q187009', 'pos': [1, 2]}, 't': {'id': 'Q60206', 'pos': [6, 8]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19990528.0011', 'sentence_id': 12, 'h': {'id': 'Q187009', 'pos': [1, 2]}, 't': {'id': 'Q60206', 'pos': [6, 8]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19990603.0022', 'sentence_id': 2, 'h': {'id': 'Q187009', 'pos': [9, 10]}, 't': {'id': 'Q60206', 'pos': [7, 9]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19990604.0084', 'sentence_id': 16, 'h': {'id': 'Q187009', 'pos': [13, 14]}, 't': {'id': 'Q60206', 'pos': [6, 8]}, 'relation': 'P488@start'}
{'doc_id': 'AFP_ENG_19960531.0169', 'sentence_id': 6, 'h': {'id': 'Q193272', 'pos': [25, 32]}, 't': {'id': 'Q207942', 'pos': [17, 19]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990518.0367', 'sentence_id': 6, 'h': {'id': 'Q187009', 'pos': [15, 16]}, 't': {'id': 'Q60206', 'pos': [20, 22]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990518.0394', 'sentence_id': 6, 'h': {'id': 'Q187009', 'pos': [15, 16]}, 't': {'id': 'Q60206', 'pos': [20, 22]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990519.0177', 'sentence_id': 34, 'h': {'id': 'Q187009', 'pos': [22, 23]}, 't': {'id': 'Q60206', 'pos': [8, 10]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990519.0181', 'sentence_id': 34, 'h': {'id': 'Q187009', 'pos': [22, 23]}, 't': {'id': 'Q60206', 'pos': [8, 10]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990519.0207', 'sentence_id': 33, 'h': {'id': 'Q187009', 'pos': [22, 23]}, 't': {'id': 'Q60206', 'pos': [8, 10]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990519.0257', 'sentence_id': 33, 'h': {'id': 'Q187009', 'pos': [22, 23]}, 't': {'id': 'Q60206', 'pos': [8, 10]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990519.0274', 'sentence_id': 36, 'h': {'id': 'Q187009', 'pos': [22, 23]}, 't': {'id': 'Q60206', 'pos': [8, 10]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990519.0341', 'sentence_id': 36, 'h': {'id': 'Q187009', 'pos': [22, 23]}, 't': {'id': 'Q60206', 'pos': [8, 10]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990519.0359', 'sentence_id': 33, 'h': {'id': 'Q187009', 'pos': [22, 23]}, 't': {'id': 'Q60206', 'pos': [8, 10]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990519.0371', 'sentence_id': 35, 'h': {'id': 'Q187009', 'pos': [22, 23]}, 't': {'id': 'Q60206', 'pos': [8, 10]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990519.0482', 'sentence_id': 32, 'h': {'id': 'Q187009', 'pos': [22, 23]}, 't': {'id': 'Q60206', 'pos': [8, 10]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990519.0502', 'sentence_id': 32, 'h': {'id': 'Q187009', 'pos': [22, 23]}, 't': {'id': 'Q60206', 'pos': [8, 10]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990523.0297', 'sentence_id': 17, 'h': {'id': 'Q187009', 'pos': [10, 11]}, 't': {'id': 'Q60206', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990523.0329', 'sentence_id': 19, 'h': {'id': 'Q187009', 'pos': [10, 11]}, 't': {'id': 'Q60206', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990523.0393', 'sentence_id': 21, 'h': {'id': 'Q187009', 'pos': [10, 11]}, 't': {'id': 'Q60206', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990523.0572', 'sentence_id': 20, 'h': {'id': 'Q187009', 'pos': [10, 11]}, 't': {'id': 'Q60206', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990524.0137', 'sentence_id': 21, 'h': {'id': 'Q187009', 'pos': [5, 6]}, 't': {'id': 'Q60206', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990524.0137', 'sentence_id': 21, 'h': {'id': 'Q187009', 'pos': [5, 6]}, 't': {'id': 'Q60206', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990524.0706', 'sentence_id': 26, 'h': {'id': 'Q187009', 'pos': [5, 6]}, 't': {'id': 'Q60206', 'pos': [2, 4]}, 'relation': 'P488@start'}
