{'doc_id': 'NYT_ENG_19990105.0001', 'sentence_id': 1, 'h': {'id': 'Q247543', 'pos': [21, 23]}, 't': {'id': 'Q309095', 'pos': [36, 40]}, 'relation': 'P54@start'}
{'doc_id': 'APW_ENG_19981223.1017', 'sentence_id': 1, 'h': {'id': 'Q704840', 'pos': [3, 5]}, 't': {'id': 'Q207503', 'pos': [28, 30]}, 'relation': 'P54@start'}
{'doc_id': 'APW_ENG_19990104.0291', 'sentence_id': 21, 'h': {'id': 'Q57114', 'pos': [12, 14]}, 't': {'id': 'Q41420', 'pos': [17, 19]}, 'relation': 'P54@start'}
{'doc_id': 'APW_ENG_19990104.0296', 'sentence_id': 21, 'h': {'id': 'Q57114', 'pos': [12, 14]}, 't': {'id': 'Q41420', 'pos': [17, 19]}, 'relation': 'P54@start'}
{'doc_id': 'APW_ENG_20020104.0387', 'sentence_id': 1, 'h': {'id': 'Q213134', 'pos': [6, 8]}, 't': {'id': 'Q51974', 'pos': [0, 2]}, 'relation': 'P54@start'}
{'doc_id': 'APW_ENG_20020104.0667', 'sentence_id': 1, 'h': {'id': 'Q141354', 'pos': [0, 2]}, 't': {'id': 'Q41420', 'pos': [31, 33]}, 'relation': 'P54@start'}
{'doc_id': 'APW_ENG_20020106.0432', 'sentence_id': 1, 'h': {'id': 'Q141354', 'pos': [4, 6]}, 't': {'id': 'Q41420', 'pos': [10, 12]}, 'relation': 'P54@start'}
{'doc_id': 'APW_ENG_20020109.0277', 'sentence_id': 4, 'h': {'id': 'Q678173', 'pos': [12, 14]}, 't': {'id': 'Q855809', 'pos': [28, 30]}, 'relation': 'P54@start'}
{'doc_id': 'AFP_ENG_20011230.0100', 'sentence_id': 1, 'h': {'id': 'Q141354', 'pos': [22, 24]}, 't': {'id': 'Q41420', 'pos': [6, 8]}, 'relation': 'P54@start'}
{'doc_id': 'AFP_ENG_20020103.0636', 'sentence_id': 3, 'h': {'id': 'Q214233', 'pos': [4, 6]}, 't': {'id': 'Q128446', 'pos': [14, 16]}, 'relation': 'P54@start'}
{'doc_id': 'AFP_ENG_20020106.0350', 'sentence_id': 1, 'h': {'id': 'Q141354', 'pos': [14, 16]}, 't': {'id': 'Q41420', 'pos': [3, 5]}, 'relation': 'P54@start'}
{'doc_id': 'AFP_ENG_20020107.0581', 'sentence_id': 1, 'h': {'id': 'Q332645', 'pos': [4, 6]}, 't': {'id': 'Q631', 'pos': [17, 19]}, 'relation': 'P54@start'}
{'doc_id': 'AFP_ENG_20020108.0447', 'sentence_id': 3, 'h': {'id': 'Q10978435', 'pos': [13, 15]}, 't': {'id': 'Q679638', 'pos': [0, 13]}, 'relation': 'P54@start'}
{'doc_id': 'XIN_ENG_20020107.0275', 'sentence_id': 1, 'h': {'id': 'Q332645', 'pos': [3, 5]}, 't': {'id': 'Q631', 'pos': [23, 25]}, 'relation': 'P54@start'}
{'doc_id': 'XIN_ENG_20020110.0296', 'sentence_id': 4, 'h': {'id': 'Q554567', 'pos': [26, 28]}, 't': {'id': 'Q844238', 'pos': [0, 30]}, 'relation': 'P54@start'}
{'doc_id': 'APW_ENG_20021222.0172', 'sentence_id': 1, 'h': {'id': 'Q331975', 'pos': [3, 5]}, 't': {'id': 'Q51974', 'pos': [7, 9]}, 'relation': 'P54@start'}
{'doc_id': 'APW_ENG_20021222.0320', 'sentence_id': 1, 'h': {'id': 'Q331975', 'pos': [1, 3]}, 't': {'id': 'Q51974', 'pos': [10, 12]}, 'relation': 'P54@start'}
{'doc_id': 'APW_ENG_20030105.0206', 'sentence_id': 1, 'h': {'id': 'Q331975', 'pos': [12, 14]}, 't': {'id': 'Q51974', 'pos': [20, 22]}, 'relation': 'P54@start'}
{'doc_id': 'APW_ENG_20030105.0207', 'sentence_id': 1, 'h': {'id': 'Q331975', 'pos': [12, 14]}, 't': {'id': 'Q51974', 'pos': [20, 22]}, 'relation': 'P54@start'}
{'doc_id': 'APW_ENG_20030106.0653', 'sentence_id': 1, 'h': {'id': 'Q312512', 'pos': [3, 5]}, 't': {'id': 'Q11938', 'pos': [11, 13]}, 'relation': 'P54@start'}
{'doc_id': 'APW_ENG_20030107.0534', 'sentence_id': 10, 'h': {'id': 'Q221871', 'pos': [15, 17]}, 't': {'id': 'Q238593', 'pos': [18, 20]}, 'relation': 'P54@start'}
{'doc_id': 'APW_ENG_20030108.0110', 'sentence_id': 1, 'h': {'id': 'Q312512', 'pos': [12, 14]}, 't': {'id': 'Q11938', 'pos': [3, 5]}, 'relation': 'P54@start'}
{'doc_id': 'APW_ENG_20030108.0528', 'sentence_id': 1, 'h': {'id': 'Q3888396', 'pos': [1, 3]}, 't': {'id': 'Q101859', 'pos': [6, 8]}, 'relation': 'P54@start'}
{'doc_id': 'APW_ENG_20030109.0332', 'sentence_id': 1, 'h': {'id': 'Q331975', 'pos': [0, 2]}, 't': {'id': 'Q51974', 'pos': [4, 6]}, 'relation': 'P54@start'}
{'doc_id': 'NYT_ENG_20030108.0007', 'sentence_id': 8, 'h': {'id': 'Q594176', 'pos': [12, 14]}, 't': {'id': 'Q238593', 'pos': [15, 17]}, 'relation': 'P54@start'}
{'doc_id': 'AFP_ENG_20031222.0369', 'sentence_id': 5, 'h': {'id': 'Q354220', 'pos': [1, 3]}, 't': {'id': 'Q1102938', 'pos': [0, 9]}, 'relation': 'P54@start'}
{'doc_id': 'XIN_ENG_20030108.0010', 'sentence_id': 2, 'h': {'id': 'Q312512', 'pos': [10, 12]}, 't': {'id': 'Q11938', 'pos': [7, 9]}, 'relation': 'P54@start'}
{'doc_id': 'XIN_ENG_20030108.0010', 'sentence_id': 4, 'h': {'id': 'Q312512', 'pos': [16, 18]}, 't': {'id': 'Q11938', 'pos': [5, 7]}, 'relation': 'P54@start'}
{'doc_id': 'XIN_ENG_20031222.0142', 'sentence_id': 6, 'h': {'id': 'Q354220', 'pos': [5, 7]}, 't': {'id': 'Q1102938', 'pos': [0, 5]}, 'relation': 'P54@start'}
{'doc_id': 'XIN_ENG_20031223.0294', 'sentence_id': 1, 'h': {'id': 'Q503165', 'pos': [2, 4]}, 't': {'id': 'Q845859', 'pos': [11, 13]}, 'relation': 'P54@start'}
{'doc_id': 'XIN_ENG_20031229.0123', 'sentence_id': 5, 'h': {'id': 'Q2435643', 'pos': [20, 22]}, 't': {'id': 'Q912225', 'pos': [0, 5]}, 'relation': 'P54@start'}
{'doc_id': 'XIN_ENG_20031229.0123', 'sentence_id': 5, 'h': {'id': 'Q2435643', 'pos': [20, 22]}, 't': {'id': 'Q912225', 'pos': [0, 5]}, 'relation': 'P54@start'}
